hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment
318222,3191,318,3,0,1,52,2,,0,1,.95454544,LPP+Subsidy,1
318435,3190,318,3,0,0,40,11,0,1,.45454547,.40909091,LPP+Subsidy+Supply,1
318625,3190,318,3,0,0,42,10,0,1,.5,.45454547,LPP+Subsidy+Supply,1
318326,3191,318,3,1,1,52,2,1,0,1,.95238096,LPP+Subsidy,1
318308,3191,318,3,1,1,38,2,,0,1,.95454544,LPP+Subsidy,1
318218,3191,318,3,1,1,75,1,,0,1,.95454544,LPP+Subsidy,1
318245,3193,318,3,1,1,32,2,1,0,.76666665,.69999999,LPP+Subsidy+Supply,1
318584,3188,318,3,0,0,50,2,0,1,.75757575,.5151515,LPP+Subsidy,1
318627,3190,318,3,0,0,44,2,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318478,3182,318,3,0,0,45,9,1,1,.76190478,.5714286,LPP+Subsidy,1
318552,3025,318,3,1,1,30,18,1,0,1,.77272725,LPP+Subsidy+Supply,1
318283,3194,318,3,0,1,40,9,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318433,3190,318,3,1,1,44,2,,0,.47826087,.43478259,LPP+Subsidy+Supply,1
318607,3190,318,3,1,1,27,15,,0,.47826087,.43478259,LPP+Subsidy+Supply,1
318287,3194,318,3,0,1,40,2,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318205,3191,318,3,1,1,45,2,,0,1,.95454544,LPP+Subsidy,1
318352,3193,318,3,1,1,50,2,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318354,3193,318,3,1,1,25,12,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318322,3191,318,3,0,0,72,1,,1,1,.95454544,LPP+Subsidy,1
318206,3191,318,3,1,1,24,12,1,0,1,.95238096,LPP+Subsidy,1
318495,3193,318,3,1,1,32,2,0,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318180,3181,318,3,0,0,67,1,1,1,.73333335,.73333335,LPP+Subsidy+Supply,1
318904,3191,318,3,0,1,30,15,,0,1,.95454544,LPP+Subsidy,1
318369,3194,318,3,1,1,35,6,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318401,3189,318,3,0,0,40,2,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318533,3025,318,3,1,1,45,9,,0,1,.78260869,LPP+Subsidy+Supply,1
318513,3189,318,3,0,0,40,2,,1,.625,.5625,LPP+Subsidy+Supply,1
318361,3193,318,3,1,1,25,7,1,0,.80000001,.69999999,LPP+Subsidy+Supply,1
318306,3191,318,3,1,1,56,2,0,0,1,.95238096,LPP+Subsidy,1
318133,3220,318,3,1,1,56,7,,1,.55555558,.44444445,LPP+Subsidy+Supply,1
318609,3190,318,3,1,1,44,9,0,0,.45454547,.40909091,LPP+Subsidy+Supply,1
318127,3192,318,3,1,1,50,2,,0,1,.85714287,LPP+Subsidy+Supply,1
318109,3192,318,3,1,1,42,2,1,0,1,.85185188,LPP+Subsidy+Supply,1
318323,3191,318,3,0,0,31,2,1,1,1,.95238096,LPP+Subsidy,1
318183,3181,318,3,0,0,55,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318382,3194,318,3,1,1,47,2,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318544,3025,318,3,1,1,58,9,1,0,1,.77272725,LPP+Subsidy+Supply,1
318561,3025,318,3,1,1,33,10,,0,1,.78260869,LPP+Subsidy+Supply,1
318310,3191,318,3,1,1,45,2,,0,1,.95454544,LPP+Subsidy,1
318158,3181,318,3,0,1,25,13,,0,.6875,.6875,LPP+Subsidy+Supply,1
318386,3194,318,3,1,1,70,7,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318317,3191,318,3,1,1,32,7,1,0,1,.95238096,LPP+Subsidy,1
318447,3183,318,3,0,0,25,9,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318388,3194,318,3,0,1,24,12,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318125,3192,318,3,0,1,50,2,,0,1,.85714287,LPP+Subsidy+Supply,1
318456,3183,318,3,0,1,37,9,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318460,3183,318,3,0,1,58,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318364,3194,318,3,1,1,34,13,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318340,3193,318,3,0,0,33,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318353,3193,318,3,0,0,29,9,1,1,.76666665,.66666669,LPP+Subsidy+Supply,1
318112,3192,318,3,1,1,34,11,1,0,1,.85185188,LPP+Subsidy+Supply,1
318397,3188,318,3,0,0,42,2,,1,.7647059,.52941179,LPP+Subsidy,1
318117,3192,318,3,0,1,27,13,,0,1,.85714287,LPP+Subsidy+Supply,1
318540,3025,318,3,1,1,32,5,1,0,1,.77272725,LPP+Subsidy+Supply,1
318445,3183,318,3,0,0,60,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318576,3188,318,3,1,1,39,1,,1,.7647059,.52941179,LPP+Subsidy,1
318403,3189,318,3,0,0,37,2,,1,.625,.5625,LPP+Subsidy+Supply,1
318453,3183,318,3,0,1,25,8,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318233,3192,318,3,1,1,48,7,,0,1,.85714287,LPP+Subsidy+Supply,1
318508,3189,318,3,0,0,31,8,,1,.625,.5625,LPP+Subsidy+Supply,1
318312,3191,318,3,1,1,36,2,0,0,1,.95238096,LPP+Subsidy,1
318142,3220,318,3,1,1,30,10,0,1,.5,.375,LPP+Subsidy+Supply,1
318298,3188,318,3,0,0,50,1,,1,.7647059,.52941179,LPP+Subsidy,1
318204,3191,318,3,1,1,40,2,,0,1,.95454544,LPP+Subsidy,1
318300,3192,318,3,1,1,30,9,0,0,1,.85185188,LPP+Subsidy+Supply,1
318911,3182,318,3,1,1,65,2,,0,.77272725,.59090906,LPP+Subsidy,1
318179,3181,318,3,0,0,30,2,1,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318182,3181,318,3,0,1,40,2,1,0,.66666669,.66666669,LPP+Subsidy+Supply,1
318389,3194,318,3,1,1,39,2,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318371,3194,318,3,1,1,55,2,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318145,3220,318,3,1,1,26,2,0,0,.5,.375,LPP+Subsidy+Supply,1
318191,3181,318,3,0,0,53,8,,1,.6875,.6875,LPP+Subsidy+Supply,1
318641,3183,318,3,0,0,40,3,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318618,3190,318,3,1,1,42,2,0,1,.45454547,.40909091,LPP+Subsidy+Supply,1
318315,3191,318,3,1,1,65,15,1,0,1,.95238096,LPP+Subsidy,1
318470,3183,318,3,1,1,30,8,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318905,3189,318,3,0,0,50,8,,1,.625,.5625,LPP+Subsidy+Supply,1
318212,3191,318,3,1,1,30,15,,0,1,.95454544,LPP+Subsidy,1
318686,3188,318,3,1,1,28,7,1,0,.75757575,.54545456,LPP+Subsidy,1
318249,3193,318,3,1,1,50,2,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318525,3183,318,3,1,1,34,8,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318253,3193,318,3,1,1,40,7,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318171,3181,318,3,1,1,42,2,1,0,.66666669,.66666669,LPP+Subsidy+Supply,1
318370,3194,318,3,1,1,45,9,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318156,3181,318,3,0,0,60,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318517,3189,318,3,0,0,27,14,0,1,.61290324,.54838711,LPP+Subsidy+Supply,1
318257,3193,318,3,0,0,60,1,1,1,.80000001,.69999999,LPP+Subsidy+Supply,1
318805,3188,318,3,0,0,50,2,,1,.7647059,.52941179,LPP+Subsidy,1
318147,3220,318,3,1,1,28,8,0,0,.5,.375,LPP+Subsidy+Supply,1
318319,3191,318,3,0,1,48,1,,1,1,.95454544,LPP+Subsidy,1
318176,3181,318,3,1,1,40,15,1,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318803,3188,318,3,0,1,18,9,0,0,.78787881,.54545456,LPP+Subsidy,1
318612,3190,318,3,1,1,60,7,0,0,.5,.45454547,LPP+Subsidy+Supply,1
318132,3192,318,3,1,1,36,9,1,0,1,.85185188,LPP+Subsidy+Supply,1
318165,3181,318,3,0,0,40,1,,1,.6875,.6875,LPP+Subsidy+Supply,1
318536,3025,318,3,0,1,28,8,,0,1,.78260869,LPP+Subsidy+Supply,1
318564,3025,318,3,0,1,28,14,1,0,1,.81818181,LPP+Subsidy+Supply,1
318143,3220,318,3,0,0,39,2,,1,.55555558,.44444445,LPP+Subsidy+Supply,1
318501,3189,318,3,1,1,29,15,,0,.625,.5625,LPP+Subsidy+Supply,1
318177,3181,318,3,0,0,44,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318139,3220,318,3,1,1,29,2,,1,.55555558,.44444445,LPP+Subsidy+Supply,1
318634,3220,318,3,1,1,60,13,,0,.55555558,.44444445,LPP+Subsidy+Supply,1
318449,3183,318,3,1,1,50,12,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318417,3189,318,3,0,0,59,2,,1,.625,.5625,LPP+Subsidy+Supply,1
318678,3182,318,3,0,1,22,9,,0,.77272725,.59090906,LPP+Subsidy,1
318706,3188,318,3,0,1,28,2,,0,.7647059,.52941179,LPP+Subsidy,1
318464,3183,318,3,1,1,37,1,0,0,.80000001,.69999999,LPP+Subsidy+Supply,1
318493,3182,318,3,0,1,29,15,1,0,.76190478,.61904764,LPP+Subsidy,1
318190,3181,318,3,0,0,36,9,1,1,.73333335,.73333335,LPP+Subsidy+Supply,1
318486,3182,318,3,0,0,43,1,,1,.77272725,.59090906,LPP+Subsidy,1
318669,3182,318,3,1,1,43,6,1,0,.76190478,.61904764,LPP+Subsidy,1
318215,3191,318,3,0,1,65,1,0,0,1,.95238096,LPP+Subsidy,1
318458,3183,318,3,1,1,32,7,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318711,3188,318,3,1,1,35,2,1,0,.75757575,.5151515,LPP+Subsidy,1
318509,3189,318,3,0,0,61,1,,1,.625,.5625,LPP+Subsidy+Supply,1
318432,3190,318,3,0,0,33,2,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318174,3181,318,3,0,0,35,2,1,1,.73333335,.73333335,LPP+Subsidy+Supply,1
318286,3194,318,3,1,1,33,8,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318338,3193,318,3,1,1,38,8,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318144,3220,318,3,1,1,30,8,,0,.55555558,.44444445,LPP+Subsidy+Supply,1
318292,3188,318,3,1,1,70,1,,0,.7647059,.52941179,LPP+Subsidy,1
318682,3182,318,3,0,1,30,9,,0,.77272725,.59090906,LPP+Subsidy,1
318545,3025,318,3,0,1,28,11,,0,1,.78260869,LPP+Subsidy+Supply,1
318375,3194,318,3,1,1,75,11,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318172,3181,318,3,0,0,60,1,,1,.6875,.6875,LPP+Subsidy+Supply,1
318547,3025,318,3,0,1,33,9,1,0,1,.81818181,LPP+Subsidy+Supply,1
318559,3025,318,3,1,1,28,10,,0,1,.78260869,LPP+Subsidy+Supply,1
318305,3191,318,3,0,1,35,10,0,0,1,.95238096,LPP+Subsidy,1
318679,3182,318,3,1,1,32,2,1,0,.76190478,.5714286,LPP+Subsidy,1
318438,3190,318,3,0,0,55,1,0,1,.5,.45454547,LPP+Subsidy+Supply,1
318302,3192,318,3,1,1,50,2,,0,1,.85714287,LPP+Subsidy+Supply,1
318207,3191,318,3,1,1,62,1,,0,1,.95454544,LPP+Subsidy,1
318489,3182,318,3,0,1,27,9,,0,.77272725,.59090906,LPP+Subsidy,1
318526,3183,318,3,1,1,31,9,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318475,3182,318,3,1,1,46,8,,0,.77272725,.59090906,LPP+Subsidy,1
318522,3189,318,3,0,0,33,9,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318546,3025,318,3,1,1,40,2,1,0,1,.77272725,LPP+Subsidy+Supply,1
318653,3183,318,3,1,1,35,20,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318101,3189,318,3,0,1,43,8,,0,.625,.5625,LPP+Subsidy+Supply,1
318318,3191,318,3,1,1,65,1,,1,1,.95454544,LPP+Subsidy,1
318402,3189,318,3,0,0,60,1,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318126,3192,318,3,1,1,55,11,,0,1,.85714287,LPP+Subsidy+Supply,1
318562,3025,318,3,1,1,49,2,,0,1,.78260869,LPP+Subsidy+Supply,1
318313,3191,318,3,0,0,62,8,,1,1,.95454544,LPP+Subsidy,1
318391,3194,318,3,1,1,24,9,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318424,3189,318,3,0,0,41,2,0,1,.61290324,.58064514,LPP+Subsidy+Supply,1
318293,3188,318,3,0,0,40,9,,1,.7647059,.52941179,LPP+Subsidy,1
318256,3193,318,3,0,0,29,2,1,1,.80000001,.69999999,LPP+Subsidy+Supply,1
318409,3189,318,3,1,1,50,9,0,0,.64516127,.58064514,LPP+Subsidy+Supply,1
318437,3190,318,3,1,1,30,13,,0,.47826087,.43478259,LPP+Subsidy+Supply,1
318608,3190,318,3,0,0,37,12,0,1,.5,.45454547,LPP+Subsidy+Supply,1
318638,3183,318,3,0,1,25,Missing,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318359,3193,318,3,1,1,35,2,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318684,3188,318,3,1,1,38,18,,0,.7647059,.52941179,LPP+Subsidy,1
318234,3192,318,3,0,1,22,Missing,,0,1,.85714287,LPP+Subsidy+Supply,1
318519,3189,318,3,0,0,45,13,0,1,.61290324,.54838711,LPP+Subsidy+Supply,1
318400,3189,318,3,0,0,60,2,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318362,3193,318,3,1,1,36,2,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318185,3181,318,3,0,0,42,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318646,3183,318,3,0,0,32,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318694,3188,318,3,0,1,32,2,0,0,.75757575,.54545456,LPP+Subsidy,1
318226,3191,318,3,0,0,26,18,1,1,1,1,LPP+Subsidy,1
318398,3188,318,3,0,0,46,2,0,1,.75757575,.5151515,LPP+Subsidy,1
318910,3182,318,3,1,1,27,12,,0,.77272725,.59090906,LPP+Subsidy,1
318173,3181,318,3,1,1,46,2,,0,.6875,.6875,LPP+Subsidy+Supply,1
318327,3191,318,3,1,1,55,9,,0,1,.95454544,LPP+Subsidy,1
318211,3191,318,3,1,1,35,20,1,0,1,.95238096,LPP+Subsidy,1
318511,3189,318,3,1,1,62,9,0,0,.61290324,.54838711,LPP+Subsidy+Supply,1
318601,3189,318,3,0,0,50,1,,1,.625,.5625,LPP+Subsidy+Supply,1
318390,3194,318,3,0,1,65,1,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318512,3189,318,3,1,1,36,2,0,0,.61290324,.54838711,LPP+Subsidy+Supply,1
318365,3194,318,3,0,1,35,13,1,0,.96551722,.82758623,LPP+Subsidy+Supply,1
318457,3183,318,3,0,1,55,2,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318237,3193,318,3,1,1,35,2,0,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318907,3193,318,3,0,1,28,12,1,0,.76666665,.69999999,LPP+Subsidy+Supply,1
318675,3182,318,3,1,1,31,2,1,0,.76190478,.5714286,LPP+Subsidy,1
318163,3181,318,3,0,0,36,8,0,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318469,3183,318,3,0,1,35,6,1,0,.76666665,.69999999,LPP+Subsidy+Supply,1
318481,3182,318,3,1,1,31,2,,0,.77272725,.59090906,LPP+Subsidy,1
318242,3193,318,3,1,1,28,7,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318106,3189,318,3,1,1,42,2,0,0,.61290324,.54838711,LPP+Subsidy+Supply,1
318221,3191,318,3,0,0,35,2,,1,1,.95454544,LPP+Subsidy,1
318107,3192,318,3,1,1,26,8,0,0,1,.85185188,LPP+Subsidy+Supply,1
318187,3181,318,3,1,1,36,2,,0,.6875,.6875,LPP+Subsidy+Supply,1
318661,3182,318,3,0,1,27,9,1,0,.76190478,.61904764,LPP+Subsidy,1
318159,3181,318,3,0,0,48,2,0,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318450,3183,318,3,1,1,46,Missing,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318455,3183,318,3,1,1,55,2,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318488,3182,318,3,1,1,55,2,,0,.77272725,.59090906,LPP+Subsidy,1
318235,3192,318,3,1,1,48,12,1,0,1,.85185188,LPP+Subsidy+Supply,1
318492,3182,318,3,1,1,60,2,,0,.77272725,.59090906,LPP+Subsidy,1
318538,3025,318,3,1,1,35,12,1,0,1,.77272725,LPP+Subsidy+Supply,1
318915,3182,318,3,1,1,34,1,,0,.77272725,.59090906,LPP+Subsidy,1
318169,3181,318,3,0,0,55,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318482,3182,318,3,0,0,70,8,0,1,.80952382,.61904764,LPP+Subsidy,1
318241,3193,318,3,1,1,38,13,0,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318399,3188,318,3,0,0,26,12,,1,.7647059,.52941179,LPP+Subsidy,1
318426,3190,318,3,1,1,61,2,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318440,3183,318,3,0,0,60,9,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318436,3190,318,3,0,1,60,1,,0,.47826087,.43478259,LPP+Subsidy+Supply,1
318477,3182,318,3,0,0,35,1,0,1,.80952382,.61904764,LPP+Subsidy,1
318168,3181,318,3,0,0,52,2,1,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318503,3189,318,3,1,1,72,2,,0,.625,.5625,LPP+Subsidy+Supply,1
318555,3025,318,3,1,1,28,2,1,0,1,.77272725,LPP+Subsidy+Supply,1
318637,3183,318,3,0,1,45,2,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318307,3191,318,3,1,1,31,8,0,0,1,.95238096,LPP+Subsidy,1
318140,3220,318,3,0,0,41,1,,1,.55555558,.44444445,LPP+Subsidy+Supply,1
318466,3183,318,3,1,1,35,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318623,3190,318,3,0,0,35,13,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318410,3189,318,3,1,1,50,9,,0,.625,.5625,LPP+Subsidy+Supply,1
318231,3192,318,3,1,1,45,1,,0,1,.85714287,LPP+Subsidy+Supply,1
318166,3181,318,3,0,0,48,2,0,1,.73333335,.73333335,LPP+Subsidy+Supply,1
318406,3189,318,3,1,1,44,2,,1,.625,.5625,LPP+Subsidy+Supply,1
318906,3193,318,3,1,1,48,2,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318442,3183,318,3,0,0,30,9,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318639,3183,318,3,0,0,60,2,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318321,3191,318,3,0,0,45,1,1,1,1,.95238096,LPP+Subsidy,1
318394,3194,318,3,1,1,66,9,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318297,3188,318,3,1,1,42,1,0,0,.75757575,.5151515,LPP+Subsidy,1
318381,3194,318,3,1,1,69,2,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318243,3193,318,3,1,1,60,1,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318621,3190,318,3,0,0,34,15,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318467,3183,318,3,0,1,65,1,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318162,3181,318,3,1,1,46,2,0,0,.73333335,.73333335,LPP+Subsidy+Supply,1
318695,3188,318,3,1,1,60,1,0,0,.75757575,.54545456,LPP+Subsidy,1
318901,3189,318,3,1,1,22,12,,1,.625,.5625,LPP+Subsidy+Supply,1
318556,3025,318,3,1,1,49,9,1,0,1,.77272725,LPP+Subsidy+Supply,1
318473,3182,318,3,1,1,30,2,,0,.77272725,.59090906,LPP+Subsidy,1
318521,3189,318,3,0,0,43,1,0,1,.61290324,.54838711,LPP+Subsidy+Supply,1
318342,3193,318,3,1,1,67,1,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318254,3193,318,3,0,1,62,2,1,0,.80000001,.69999999,LPP+Subsidy+Supply,1
318683,3188,318,3,1,1,48,2,,0,.7647059,.52941179,LPP+Subsidy,1
318404,3189,318,3,1,1,45,9,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318640,3183,318,3,0,0,40,2,0,1,.80000001,.69999999,LPP+Subsidy+Supply,1
318316,3191,318,3,0,1,28,20,,0,1,.95454544,LPP+Subsidy,1
318459,3183,318,3,0,1,29,2,0,0,.80000001,.69999999,LPP+Subsidy+Supply,1
318490,3182,318,3,0,0,63,1,,1,.77272725,.59090906,LPP+Subsidy,1
318294,3188,318,3,0,1,36,9,0,1,.75757575,.54545456,LPP+Subsidy,1
318214,3191,318,3,0,1,31,7,1,0,1,.95238096,LPP+Subsidy,1
318520,3189,318,3,0,1,27,12,0,0,.64516127,.58064514,LPP+Subsidy+Supply,1
318175,3181,318,3,0,0,70,2,,1,.6875,.6875,LPP+Subsidy+Supply,1
318220,3191,318,3,0,0,60,2,,1,1,.95454544,LPP+Subsidy,1
318631,3190,318,3,0,0,75,2,0,1,.45454547,.40909091,LPP+Subsidy+Supply,1
318200,3192,318,3,1,1,42,2,0,0,1,.85185188,LPP+Subsidy+Supply,1
318303,3192,318,3,1,1,53,1,1,0,1,.85185188,LPP+Subsidy+Supply,1
318429,3190,318,3,0,0,25,15,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318628,3190,318,3,1,1,35,9,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318485,3182,318,3,0,0,35,1,1,1,.80952382,.61904764,LPP+Subsidy,1
318518,3189,318,3,0,1,25,6,0,0,.61290324,.54838711,LPP+Subsidy+Supply,1
318192,3181,318,3,0,0,48,1,0,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318465,3182,318,3,0,0,42,2,1,1,.80952382,.61904764,LPP+Subsidy,1
318667,3182,318,3,1,1,32,15,1,0,.76190478,.61904764,LPP+Subsidy,1
318806,3188,318,3,0,0,30,8,0,1,.78787881,.54545456,LPP+Subsidy,1
318549,3025,318,3,0,0,67,1,0,1,1,.77272725,LPP+Subsidy+Supply,1
318100,3189,318,3,1,1,32,2,,0,.625,.5625,LPP+Subsidy+Supply,1
318170,3181,318,3,0,0,39,10,,1,.6875,.6875,LPP+Subsidy+Supply,1
318255,3193,318,3,1,1,30,10,1,0,.76666665,.66666669,LPP+Subsidy+Supply,1
318311,3191,318,3,1,1,33,2,0,0,1,.95238096,LPP+Subsidy,1
318500,3190,318,3,0,0,51,2,0,1,.45454547,.40909091,LPP+Subsidy+Supply,1
318423,3189,318,3,1,1,27,15,,0,.625,.5625,LPP+Subsidy+Supply,1
318505,3189,318,3,0,0,66,2,,1,.625,.5625,LPP+Subsidy+Supply,1
318219,3191,318,3,1,1,33,13,,0,1,.95454544,LPP+Subsidy,1
318451,3183,318,3,1,1,60,9,,0,.77419353,.67741936,LPP+Subsidy+Supply,1
318258,3194,318,3,1,1,50,2,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318314,3192,318,3,1,1,67,11,1,0,1,.85185188,LPP+Subsidy+Supply,1
318582,3188,318,3,1,1,35,2,,0,.7647059,.52941179,LPP+Subsidy,1
318324,3191,318,3,0,0,47,1,,1,1,.95454544,LPP+Subsidy,1
318285,3194,318,3,0,1,32,8,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318282,3194,318,3,0,1,70,1,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
318230,3192,318,3,0,1,40,2,1,0,1,.85185188,LPP+Subsidy+Supply,1
318412,3189,318,3,0,0,51,13,,1,.625,.5625,LPP+Subsidy+Supply,1
318120,3192,318,3,0,0,44,13,1,1,1,.85185188,LPP+Subsidy+Supply,1
318620,3190,318,3,1,1,26,2,,1,.47826087,.43478259,LPP+Subsidy+Supply,1
318418,3189,318,3,0,1,55,2,0,1,.64516127,.58064514,LPP+Subsidy+Supply,1
318677,3182,318,3,1,1,42,3,,0,.77272725,.59090906,LPP+Subsidy,1
318613,3190,318,3,1,1,38,9,,0,.47826087,.43478259,LPP+Subsidy+Supply,1
318161,3181,318,3,0,0,38,1,,1,.6875,.6875,LPP+Subsidy+Supply,1
318917,3181,318,3,0,0,47,1,0,1,.66666669,.66666669,LPP+Subsidy+Supply,1
318328,3191,318,3,0,0,25,9,1,1,1,.95238096,LPP+Subsidy,1
318642,3183,318,3,0,0,56,3,,1,.77419353,.67741936,LPP+Subsidy+Supply,1
318301,3192,318,3,1,1,30,4,0,0,1,.85185188,LPP+Subsidy+Supply,1
318380,3194,318,3,1,1,37,2,,0,.96666664,.83333331,LPP+Subsidy+Supply,1
319242,3027,319,3,0,0,70,2,,1,.79411763,.52941179,LPP+Subsidy+Supply,1
319526,3027,319,3,0,1,40,1,,0,.79411763,.52941179,LPP+Subsidy+Supply,1
319424,3206,319,3,1,1,31,1,0,0,1,.5,LPP+Subsidy,1
319115,3026,319,3,0,0,50,2,,1,.1875,.125,LPP+Subsidy+Supply,1
319527,3027,319,3,1,1,38,2,0,0,.78787881,.54545456,LPP+Subsidy+Supply,1
319118,3026,319,3,1,1,35,12,,0,.1875,.125,LPP+Subsidy+Supply,1
319209,3026,319,3,0,0,38,2,,1,.1875,.125,LPP+Subsidy+Supply,1
319215,3026,319,3,1,1,50,2,0,0,.13333334,.06666667,LPP+Subsidy+Supply,1
319106,3026,319,3,1,1,33,2,,0,.1875,.125,LPP+Subsidy+Supply,1
319537,3027,319,3,0,1,30,2,,0,.79411763,.52941179,LPP+Subsidy+Supply,1
319518,3027,319,3,1,1,25,2,,0,.79411763,.52941179,LPP+Subsidy+Supply,1
319531,3027,319,3,1,1,65,2,1,0,.78787881,.54545456,LPP+Subsidy+Supply,1
319535,3027,319,3,0,1,35,11,1,1,.78787881,.54545456,LPP+Subsidy+Supply,1
319211,3026,319,3,0,1,30,1,,0,.1875,.125,LPP+Subsidy+Supply,1
319514,3205,319,3,0,0,49,2,,1,.88235295,.7647059,LPP+Subsidy+Supply,1
319409,3206,319,3,0,1,36,11,1,0,1,.5714286,LPP+Subsidy,1
319200,3205,319,3,0,0,25,9,0,1,.875,.75,LPP+Subsidy+Supply,1
319402,3205,319,3,0,0,48,2,,1,.88235295,.7647059,LPP+Subsidy+Supply,1
319222,3026,319,3,0,0,75,1,,1,.1875,.125,LPP+Subsidy+Supply,1
319421,3206,319,3,1,1,40,9,1,0,1,.5,LPP+Subsidy,1
319700,3206,319,3,0,1,35,1,,0,1,.53333336,LPP+Subsidy,1
319203,3026,319,3,1,1,75,2,,0,.1875,.125,LPP+Subsidy+Supply,1
319513,3205,319,3,1,1,46,2,,0,.88235295,.7647059,LPP+Subsidy+Supply,1
319130,3027,319,3,1,1,26,3,1,0,.78787881,.5151515,LPP+Subsidy+Supply,1
319213,3026,319,3,0,0,40,1,0,1,.2,.13333334,LPP+Subsidy+Supply,1
