hhid,cid,vid,uid,does_hh_own,does_hh_has_access,hh_head_age,hh_head_educ_years,hh_has_electricity,hh_any_od,baseline_access,baseline_ownership,treat_cat,any_treatment,hh_head_age_flag_outlier,hh_head_educ_years_flag_outlier
315616,3167,315,3,0,0,60.0,9.0,,1,1.0,0.84848487,LPP+Subsidy,1,0,0
315159,3178,315,3,1,1,42.0,6.0,,0,1.0,0.45454547,LPP+Subsidy+Supply,1,0,0
315216,3168,315,3,1,1,28.0,12.0,1.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
315569,3177,315,3,1,1,42.0,9.0,1.0,0,0.85714287,0.5714286,LPP+Subsidy+Supply,1,0,0
315202,3168,315,3,1,1,26.0,15.0,1.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
315414,3169,315,3,0,1,27.0,13.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315450,3176,315,3,0,1,26.0,13.0,,0,1.0,0.375,LPP+Subsidy,1,0,0
315449,3176,315,3,1,1,50.0,8.0,,0,1.0,0.375,LPP+Subsidy,1,0,0
315266,3176,315,3,0,1,24.0,10.0,0.0,0,1.0,0.40000001,LPP+Subsidy,1,0,0
315164,3178,315,3,1,1,35.0,9.0,1.0,0,1.0,0.40000001,LPP+Subsidy+Supply,1,0,0
315190,3173,315,3,0,1,22.0,9.0,1.0,0,0.84210527,0.55555558,LPP+Subsidy,1,0,0
315376,3022,315,3,1,1,30.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315340,3022,315,3,0,1,34.0,9.0,1.0,0,0.94444442,0.94444442,LPP+Subsidy+Supply,1,0,0
315534,3167,315,3,0,1,36.0,1.0,1.0,0,1.0,0.875,LPP+Subsidy,1,0,0
315141,3171,315,3,0,0,32.0,15.0,0.0,1,0.96551722,0.6785714,LPP+Subsidy+Supply,1,0,0
315579,3177,315,3,0,1,32.0,7.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315453,3180,315,3,1,1,35.0,8.0,1.0,0,1.0,0.64285713,LPP+Subsidy+Supply,1,0,0
315459,3180,315,3,1,1,43.0,2.0,,0,1.0,0.65517241,LPP+Subsidy+Supply,1,0,0
315319,3170,315,3,1,1,43.0,1.0,1.0,0,1.0,0.80000001,LPP+Subsidy+Supply,1,0,0
315265,3176,315,3,1,1,40.0,2.0,0.0,0,1.0,0.33333334,LPP+Subsidy,1,0,0
315326,3169,315,3,1,1,27.0,9.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315143,3172,315,3,0,1,35.0,20.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
315271,3021,315,3,1,1,28.0,1.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315154,3177,315,3,1,1,50.0,8.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315911,3174,315,3,1,1,30.0,15.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315428,3172,315,3,0,1,28.0,8.0,1.0,0,1.0,0.6875,LPP+Subsidy,1,0,0
315133,3171,315,3,0,1,32.0,9.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315242,3176,315,3,1,1,23.0,9.0,0.0,0,1.0,0.40000001,LPP+Subsidy,1,0,0
315175,3178,315,3,1,1,50.0,2.0,1.0,0,1.0,0.40000001,LPP+Subsidy+Supply,1,0,0
315358,3022,315,3,1,1,30.0,13.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315704,3173,315,3,0,1,58.0,10.0,,0,0.85000002,0.52631581,LPP+Subsidy,1,0,0
315441,3172,315,3,0,0,52.0,10.0,,1,1.0,0.70588237,LPP+Subsidy,1,0,0
315366,3022,315,3,1,1,31.0,2.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315443,3172,315,3,1,1,38.0,2.0,1.0,0,1.0,0.6875,LPP+Subsidy,1,0,0
315804,3175,315,3,1,1,45.0,9.0,,0,1.0,0.78947371,LPP+Subsidy+Supply,1,0,0
315334,3169,315,3,0,1,50.0,1.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315398,3174,315,3,1,1,44.0,2.0,1.0,0,0.93333334,0.80000001,LPP+Subsidy+Supply,1,0,0
315152,3171,315,3,1,1,45.0,2.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315176,3178,315,3,1,1,35.0,1.0,1.0,0,1.0,0.40000001,LPP+Subsidy+Supply,1,0,0
315373,3022,315,3,1,1,32.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315206,3168,315,3,1,1,36.0,2.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315442,3172,315,3,1,1,35.0,8.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315299,3173,315,3,1,1,35.0,2.0,1.0,0,0.84210527,0.5,LPP+Subsidy,1,0,0
315377,3022,315,3,0,1,42.0,1.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315444,3172,315,3,1,1,30.0,12.0,1.0,0,1.0,0.6875,LPP+Subsidy,1,0,0
315351,3022,315,3,1,1,30.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315478,3176,315,3,1,1,30.0,2.0,,0,1.0,0.375,LPP+Subsidy,1,0,0
315235,3169,315,3,1,1,48.0,2.0,1.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315970,3180,315,3,1,1,38.0,2.0,1.0,0,1.0,0.64285713,LPP+Subsidy+Supply,1,0,0
315153,3171,315,3,1,1,35.0,10.0,1.0,0,0.93103451,0.65517241,LPP+Subsidy+Supply,1,0,0
315182,3178,315,3,0,0,,,,1,1.0,0.45454547,LPP+Subsidy+Supply,1,0,0
315418,3172,315,3,1,1,65.0,13.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315609,3167,315,3,1,1,59.0,1.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315343,3022,315,3,1,1,36.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315361,3022,315,3,0,1,35.0,2.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315585,3177,315,3,0,1,6.0,9.0,0.0,0,0.85714287,0.60714287,LPP+Subsidy+Supply,1,1,0
315396,3174,315,3,1,1,49.0,9.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315323,3170,315,3,1,1,80.0,9.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315808,3175,315,3,1,1,41.0,11.0,,0,1.0,0.78947371,LPP+Subsidy+Supply,1,0,0
315803,3175,315,3,1,1,42.0,9.0,1.0,0,1.0,0.77777779,LPP+Subsidy+Supply,1,0,0
315832,3179,315,3,1,1,41.0,9.0,,0,0.9375,0.625,LPP+Subsidy,1,0,0
315298,3173,315,3,1,1,25.0,6.0,,0,0.85000002,0.52631581,LPP+Subsidy,1,0,0
315539,3021,315,3,1,1,42.0,2.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315684,3179,315,3,1,1,62.0,9.0,,0,0.9375,0.625,LPP+Subsidy,1,0,0
315903,3174,315,3,0,1,40.0,12.0,1.0,0,0.93333334,0.86666667,LPP+Subsidy+Supply,1,0,0
315315,3170,315,3,1,1,30.0,2.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315456,3180,315,3,1,1,35.0,2.0,1.0,0,1.0,0.6785714,LPP+Subsidy+Supply,1,0,0
315594,3177,315,3,0,0,45.0,2.0,,1,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315155,3177,315,3,1,1,25.0,10.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315104,3167,315,3,0,1,35.0,12.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315967,3168,315,3,1,1,65.0,2.0,1.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
315595,3177,315,3,0,0,47.0,2.0,1.0,1,0.85714287,0.60714287,LPP+Subsidy+Supply,1,0,0
315948,3171,315,3,0,1,30.0,18.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315224,3168,315,3,1,1,44.0,9.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315932,3171,315,3,1,1,30.0,20.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315604,3167,315,3,0,1,78.0,1.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315260,3021,315,3,1,1,50.0,1.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315461,3180,315,3,0,1,8.0,6.0,,0,1.0,0.65517241,LPP+Subsidy+Supply,1,1,0
315468,3180,315,3,1,1,42.0,1.0,,0,1.0,0.65517241,LPP+Subsidy+Supply,1,0,0
315578,3177,315,3,1,1,36.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315165,3178,315,3,0,1,29.0,2.0,,0,1.0,0.45454547,LPP+Subsidy+Supply,1,0,0
315573,3177,315,3,1,1,30.0,8.0,1.0,0,0.85714287,0.5714286,LPP+Subsidy+Supply,1,0,0
315951,3171,315,3,1,1,49.0,,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315357,3022,315,3,0,1,56.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315225,3168,315,3,1,1,38.0,1.0,0.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
315280,3021,315,3,1,1,34.0,2.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315515,3167,315,3,1,1,26.0,2.0,0.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315644,3177,315,3,1,1,50.0,2.0,0.0,0,0.85714287,0.5714286,LPP+Subsidy+Supply,1,0,0
315383,3171,315,3,0,1,32.0,20.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315451,3180,315,3,1,1,54.0,8.0,1.0,0,1.0,0.64285713,LPP+Subsidy+Supply,1,0,0
315637,3168,315,3,0,1,25.0,15.0,1.0,0,0.96153843,0.92307693,LPP+Subsidy+Supply,1,0,0
315226,3168,315,3,1,1,28.0,9.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315406,3169,315,3,1,1,34.0,2.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315817,3175,315,3,1,1,35.0,13.0,1.0,0,1.0,0.77777779,LPP+Subsidy+Supply,1,0,0
315533,3167,315,3,1,1,48.0,2.0,0.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315574,3177,315,3,1,1,28.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315635,3168,315,3,1,1,38.0,2.0,1.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
315208,3168,315,3,1,1,50.0,2.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315624,3167,315,3,1,1,26.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315607,3167,315,3,1,1,48.0,1.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315521,3167,315,3,1,1,32.0,9.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315714,3175,315,3,1,1,30.0,9.0,,0,1.0,0.78947371,LPP+Subsidy+Supply,1,0,0
315151,3171,315,3,1,1,50.0,9.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315303,3170,315,3,1,1,33.0,12.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315683,3179,315,3,1,1,60.0,2.0,,0,0.9375,0.625,LPP+Subsidy,1,0,0
315717,3175,315,3,1,1,22.0,10.0,,0,1.0,0.78947371,LPP+Subsidy+Supply,1,0,0
315429,3172,315,3,0,1,25.0,11.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315378,3022,315,3,1,1,40.0,10.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315924,3171,315,3,1,1,49.0,13.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315349,3022,315,3,1,1,43.0,2.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315627,3167,315,3,0,1,69.0,1.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315706,3173,315,3,1,1,55.0,2.0,1.0,0,0.84210527,0.52631581,LPP+Subsidy,1,0,0
315270,3176,315,3,1,1,47.0,5.0,,0,1.0,0.375,LPP+Subsidy,1,0,0
315219,3168,315,3,0,1,48.0,2.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315910,3174,315,3,1,1,37.0,2.0,0.0,0,0.93333334,0.80000001,LPP+Subsidy+Supply,1,0,0
315236,3170,315,3,0,1,26.0,10.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315336,3169,315,3,1,1,35.0,15.0,1.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315318,3170,315,3,1,1,65.0,1.0,1.0,0,1.0,0.80000001,LPP+Subsidy+Supply,1,0,0
315930,3171,315,3,0,1,29.0,13.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315184,3178,315,3,1,1,31.0,2.0,1.0,0,1.0,0.5,LPP+Subsidy+Supply,1,0,0
315494,3180,315,3,1,1,28.0,13.0,1.0,0,1.0,0.6785714,LPP+Subsidy+Supply,1,0,0
315227,3168,315,3,0,1,52.0,1.0,0.0,0,1.0,0.92307693,LPP+Subsidy+Supply,1,0,0
315244,3021,315,3,1,1,55.0,12.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315908,3174,315,3,1,1,27.0,9.0,0.0,0,0.93333334,0.86666667,LPP+Subsidy+Supply,1,0,0
315821,3177,315,3,0,0,35.0,9.0,,1,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315819,3177,315,3,1,1,32.0,6.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315618,3167,315,3,1,1,32.0,14.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315685,3179,315,3,1,1,40.0,14.0,1.0,0,0.93333334,0.66666669,LPP+Subsidy,1,0,0
315825,3177,315,3,1,1,38.0,11.0,0.0,0,0.85714287,0.60714287,LPP+Subsidy+Supply,1,0,0
315664,3179,315,3,1,1,53.0,14.0,1.0,0,0.93333334,0.60000002,LPP+Subsidy,1,0,0
315625,3167,315,3,1,1,28.0,7.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315420,3172,315,3,0,1,26.0,8.0,1.0,0,1.0,0.75,LPP+Subsidy,1,0,0
315163,3178,315,3,0,1,70.0,1.0,,0,1.0,0.45454547,LPP+Subsidy+Supply,1,0,0
315427,3172,315,3,1,1,49.0,2.0,1.0,0,1.0,0.6875,LPP+Subsidy,1,0,0
315269,3176,315,3,1,1,30.0,13.0,1.0,0,1.0,0.40000001,LPP+Subsidy,1,0,0
315636,3173,315,3,1,1,60.0,9.0,1.0,0,0.84210527,0.5,LPP+Subsidy,1,0,0
315430,3172,315,3,1,1,48.0,2.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315183,3178,315,3,1,1,32.0,2.0,1.0,0,1.0,0.5,LPP+Subsidy+Supply,1,0,0
315916,3174,315,3,1,1,29.0,13.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315282,3179,315,3,1,1,40.0,2.0,0.0,0,0.93333334,0.60000002,LPP+Subsidy,1,0,0
315411,3169,315,3,1,1,22.0,7.0,1.0,0,1.0,0.85000002,LPP+Subsidy,1,0,0
315901,3174,315,3,1,1,51.0,2.0,1.0,0,0.93333334,0.80000001,LPP+Subsidy+Supply,1,0,0
315475,3176,315,3,1,1,37.0,8.0,0.0,0,1.0,0.33333334,LPP+Subsidy,1,0,0
315520,3167,315,3,1,1,40.0,2.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315281,3179,315,3,1,1,39.0,1.0,0.0,0,0.93333334,0.60000002,LPP+Subsidy,1,0,0
315408,3169,315,3,1,1,30.0,2.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315407,3169,315,3,1,1,31.0,2.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315628,3167,315,3,1,1,30.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315256,3021,315,3,0,1,30.0,15.0,1.0,0,1.0,0.89655173,LPP+Subsidy,1,0,0
315619,3167,315,3,0,1,35.0,14.0,0.0,0,1.0,0.875,LPP+Subsidy,1,0,0
315245,3021,315,3,1,1,45.0,9.0,0.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315621,3167,315,3,1,1,45.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315900,3174,315,3,1,1,43.0,2.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315129,3171,315,3,1,1,21.0,9.0,1.0,0,0.93103451,0.6785714,LPP+Subsidy+Supply,1,0,0
315659,3021,315,3,1,1,50.0,9.0,1.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315593,3177,315,3,0,0,37.0,2.0,,1,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315633,3168,315,3,1,1,36.0,12.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315432,3172,315,3,1,1,40.0,2.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315243,3021,315,3,1,1,39.0,1.0,1.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315566,3177,315,3,0,0,30.0,2.0,1.0,1,0.89285713,0.60714287,LPP+Subsidy+Supply,1,0,0
315267,3176,315,3,0,0,80.0,2.0,1.0,1,1.0,0.40000001,LPP+Subsidy,1,0,0
315417,3169,315,3,1,1,45.0,2.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315968,3021,315,3,0,0,33.0,2.0,0.0,1,1.0,0.86206895,LPP+Subsidy,1,0,0
315322,3170,315,3,1,1,39.0,15.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315716,3175,315,3,0,1,40.0,1.0,1.0,0,1.0,0.83333331,LPP+Subsidy+Supply,1,0,0
315904,3174,315,3,1,1,80.0,1.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315807,3175,315,3,1,1,26.0,15.0,,0,1.0,0.78947371,LPP+Subsidy+Supply,1,0,0
315304,3170,315,3,1,1,24.0,13.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315469,3176,315,3,1,1,31.0,2.0,0.0,0,1.0,0.40000001,LPP+Subsidy,1,0,0
315139,3171,315,3,0,0,41.0,2.0,,1,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315701,3173,315,3,1,1,29.0,13.0,,0,0.85000002,0.52631581,LPP+Subsidy,1,0,0
315185,3178,315,3,0,0,26.0,6.0,1.0,1,1.0,0.5,LPP+Subsidy+Supply,1,0,0
315608,3167,315,3,1,1,30.0,6.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315535,3167,315,3,1,1,35.0,9.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315944,3171,315,3,1,1,35.0,11.0,0.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315532,3167,315,3,1,1,46.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315173,3178,315,3,1,1,30.0,7.0,1.0,0,1.0,0.40000001,LPP+Subsidy+Supply,1,0,0
315915,3174,315,3,0,1,68.0,2.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315523,3167,315,3,1,1,8.0,15.0,,0,1.0,0.84848487,LPP+Subsidy,1,1,0
315297,3173,315,3,1,1,32.0,2.0,,0,0.85000002,0.52631581,LPP+Subsidy,1,0,0
315333,3169,315,3,1,1,30.0,2.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315613,3167,315,3,1,1,43.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315335,3169,315,3,0,1,33.0,2.0,1.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315251,3021,315,3,0,1,68.0,13.0,1.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315736,3180,315,3,0,1,28.0,9.0,,0,1.0,0.65517241,LPP+Subsidy+Supply,1,0,0
315332,3169,315,3,1,1,40.0,2.0,0.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315956,3173,315,3,0,1,25.0,9.0,,0,0.85000002,0.52631581,LPP+Subsidy,1,0,0
315929,3171,315,3,1,1,54.0,15.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315168,3178,315,3,0,1,27.0,9.0,1.0,0,1.0,0.40000001,LPP+Subsidy+Supply,1,0,0
315558,3177,315,3,1,1,44.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315283,3179,315,3,1,1,35.0,1.0,,0,0.9375,0.625,LPP+Subsidy,1,0,0
315946,3171,315,3,0,1,35.0,,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315568,3177,315,3,1,1,40.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315279,3021,315,3,1,1,42.0,,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315317,3170,315,3,1,1,40.0,2.0,0.0,0,1.0,0.80000001,LPP+Subsidy+Supply,1,0,0
315440,3172,315,3,1,1,59.0,1.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315827,3177,315,3,1,1,36.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315842,3173,315,3,1,1,42.0,2.0,1.0,0,0.84210527,0.5,LPP+Subsidy,1,0,0
315149,3172,315,3,1,1,60.0,2.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315925,3171,315,3,1,1,50.0,2.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315362,3022,315,3,0,1,80.0,1.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315415,3169,315,3,1,1,33.0,11.0,1.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315395,3174,315,3,1,1,48.0,9.0,,0,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315472,3176,315,3,1,1,34.0,2.0,,0,1.0,0.375,LPP+Subsidy,1,0,0
315387,3171,315,3,1,1,31.0,15.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315341,3022,315,3,0,0,31.0,9.0,,1,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315365,3022,315,3,0,1,25.0,9.0,0.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315345,3022,315,3,1,1,25.0,9.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315564,3177,315,3,0,0,65.0,1.0,0.0,1,0.89285713,0.60714287,LPP+Subsidy+Supply,1,0,0
315372,3022,315,3,1,1,29.0,13.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315331,3169,315,3,1,1,52.0,2.0,0.0,0,1.0,0.80000001,LPP+Subsidy,1,0,0
315205,3168,315,3,1,1,40.0,2.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315268,3176,315,3,0,1,6.0,11.0,1.0,1,1.0,0.40000001,LPP+Subsidy,1,1,0
315382,3022,315,3,1,1,38.0,2.0,0.0,0,1.0,0.94444442,LPP+Subsidy+Supply,1,0,0
315350,3022,315,3,1,1,28.0,2.0,1.0,0,0.94444442,0.8888889,LPP+Subsidy+Supply,1,0,0
315371,3022,315,3,1,1,63.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315363,3022,315,3,1,1,39.0,9.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315548,3021,315,3,1,1,40.0,18.0,1.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315287,3173,315,3,0,0,50.0,1.0,0.0,1,0.89473683,0.55555558,LPP+Subsidy,1,0,0
315360,3022,315,3,0,1,40.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315550,3021,315,3,1,1,36.0,15.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315238,3170,315,3,1,1,28.0,1.0,,0,1.0,0.81818181,LPP+Subsidy+Supply,1,0,0
315565,3177,315,3,0,0,40.0,2.0,1.0,1,0.89285713,0.60714287,LPP+Subsidy+Supply,1,0,0
315662,3178,315,3,0,0,32.0,1.0,0.0,1,1.0,0.5,LPP+Subsidy+Supply,1,0,0
315384,3171,315,3,1,1,30.0,15.0,1.0,0,0.93103451,0.64285713,LPP+Subsidy+Supply,1,0,0
315902,3174,315,3,0,0,31.0,2.0,,1,0.9375,0.8125,LPP+Subsidy+Supply,1,0,0
315479,3176,315,3,0,0,60.0,6.0,,1,1.0,0.375,LPP+Subsidy,1,0,0
315250,3021,315,3,1,1,30.0,12.0,,0,1.0,0.86666667,LPP+Subsidy,1,0,0
315499,3180,315,3,1,1,40.0,9.0,0.0,0,1.0,0.6785714,LPP+Subsidy+Supply,1,0,0
315273,3176,315,3,0,0,31.0,2.0,1.0,1,1.0,0.40000001,LPP+Subsidy,1,0,0
315259,3021,315,3,1,1,70.0,2.0,0.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315339,3022,315,3,1,1,50.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315800,3173,315,3,1,1,37.0,9.0,1.0,0,0.84210527,0.55555558,LPP+Subsidy,1,0,0
315356,3022,315,3,1,1,30.0,2.0,,0,0.94736844,0.89473683,LPP+Subsidy+Supply,1,0,0
315162,3178,315,3,1,1,50.0,2.0,,0,1.0,0.45454547,LPP+Subsidy+Supply,1,0,0
315328,3169,315,3,1,1,40.0,1.0,,0,1.0,0.80952382,LPP+Subsidy,1,0,0
315661,3021,315,3,0,0,55.0,1.0,,1,1.0,0.86666667,LPP+Subsidy,1,0,0
315567,3177,315,3,1,1,40.0,2.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315434,3171,315,3,1,1,40.0,1.0,,0,0.93333334,0.65517241,LPP+Subsidy+Supply,1,0,0
315526,3167,315,3,1,1,30.0,2.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315424,3172,315,3,1,1,45.0,2.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315730,3179,315,3,1,1,49.0,2.0,,0,0.9375,0.625,LPP+Subsidy,1,0,0
315634,3168,315,3,1,1,32.0,12.0,,0,0.96296299,0.8888889,LPP+Subsidy+Supply,1,0,0
315116,3167,315,3,1,1,65.0,1.0,,0,1.0,0.84848487,LPP+Subsidy,1,0,0
315602,3167,315,3,1,1,28.0,14.0,1.0,0,1.0,0.84375,LPP+Subsidy,1,0,0
315682,3179,315,3,1,1,42.0,9.0,1.0,0,0.93333334,0.66666669,LPP+Subsidy,1,0,0
315262,3176,315,3,0,0,26.0,9.0,0.0,1,1.0,0.40000001,LPP+Subsidy,1,0,0
315660,3021,315,3,1,1,28.0,2.0,1.0,0,1.0,0.86206895,LPP+Subsidy,1,0,0
315580,3177,315,3,0,1,70.0,1.0,,0,0.86206895,0.58620691,LPP+Subsidy+Supply,1,0,0
315423,3172,315,3,0,1,26.0,11.0,,0,1.0,0.70588237,LPP+Subsidy,1,0,0
315125,3168,315,3,1,1,45.0,5.0,0.0,0,0.96153843,0.88461536,LPP+Subsidy+Supply,1,0,0
